ユースケースID,ユースケース機能ID,ユースケース,カテゴリ,アプリ(実データ列),判定理由
UC-4604,UC-GL-176,戦略管理のツール/データ整備,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4605,UC-GL-177,戦略管理のリスク/例外レビュー,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4606,UC-GL-178,戦略管理のリスクと例外の管理,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4607,UC-GL-179,戦略管理のレビュー/監査の実施,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4608,UC-GL-180,戦略管理のロードマップ策定,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4609,UC-GL-181,戦略管理の主要関係者の合意形成,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4610,UC-GL-182,戦略管理の変更影響の分析,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4611,UC-GL-183,戦略管理の定期レビュー/報告,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4612,UC-GL-184,戦略管理の実行計画の策定,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4613,UC-GL-185,戦略管理の役割/責任（RACI）定義,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4614,UC-GL-186,戦略管理の意思決定基準の明文化,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4615,UC-GL-187,戦略管理の成果物の記録/版管理,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4616,UC-GL-188,戦略管理の指標の定義と可視化,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4617,UC-GL-189,戦略管理の改善施策の優先順位付け,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4618,UC-GL-190,戦略管理の教育/オンボーディング,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4619,UC-GL-191,戦略管理の教育/展開/浸透,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4620,UC-GL-192,戦略管理の方針/ポリシー策定,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4621,UC-GL-193,戦略管理の標準/ガイドライン整備,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4622,UC-GL-194,戦略管理の現状評価/ギャップ分析,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4623,UC-GL-195,戦略管理の目標/ターゲット設定,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4624,UC-GL-196,戦略管理の運用手順と標準の整備,戦略管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4701,UC-EXA-04,実行履歴,測定および報告,Exastro ITA Web / Exastro ITA API,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4702,UC-GF-075,注釈運用,測定および報告,Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4703,UC-GF-074,注釈可視化,測定および報告,Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4704,UC-GF-051,可視化ダッシュボード,測定および報告,Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4705,UC-GF-029,ライブラリパネル,測定および報告,Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4706,UC-GF-073,探索分析,測定および報告,Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4707,UC-GF-028,パネル共有,測定および報告,Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4732,UC-QD-11,件数把握,測定および報告,Qdrant,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4743,UC-N8N-02,実行データ保持,測定および報告,n8n,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4744,UC-N8N-16,KPI-週次レポート生成,測定および報告,n8n; GitLab; Zulip; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4801,UC-GF-025,アラートルール管理,監視およびイベント管理,Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4802,UC-GF-026,アラート定義,監視およびイベント管理,Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4803,UC-GF-027,アラート履歴,監視およびイベント管理,Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4825,UC-ZU-38,リアルタイム連携,監視およびイベント管理,Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-4832,UC-N8N-09,インスタンスイベント連携,監視およびイベント管理,n8n,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5001,UC-GL-222,組織変更管理のKPI/指標定義,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5002,UC-GL-223,組織変更管理のガバナンスと方針運用の整備,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5003,UC-GL-224,組織変更管理のステークホルダー/関係者調整,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5004,UC-GL-225,組織変更管理のツール/データ整備,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5005,UC-GL-226,組織変更管理のリスク/例外レビュー,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5006,UC-GL-227,組織変更管理のリスクと例外の管理,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5007,UC-GL-228,組織変更管理のレビュー/監査の実施,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5008,UC-GL-229,組織変更管理のロードマップ策定,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5009,UC-GL-230,組織変更管理の主要関係者の合意形成,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5010,UC-GL-231,組織変更管理の変更影響の分析,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5011,UC-GL-232,組織変更管理の定期レビュー/報告,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5012,UC-GL-233,組織変更管理の実行計画の策定,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5013,UC-GL-234,組織変更管理の役割/責任（RACI）定義,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5014,UC-GL-235,組織変更管理の意思決定基準の明文化,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5015,UC-GL-236,組織変更管理の成果物の記録/版管理,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5016,UC-GL-237,組織変更管理の指標の定義と可視化,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5017,UC-GL-238,組織変更管理の改善施策の優先順位付け,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5018,UC-GL-239,組織変更管理の教育/オンボーディング,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5019,UC-GL-240,組織変更管理の教育/展開/浸透,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5020,UC-GL-241,組織変更管理の方針/ポリシー策定,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5021,UC-GL-242,組織変更管理の標準/ガイドライン整備,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5022,UC-GL-243,組織変更管理の現状評価/ギャップ分析,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5023,UC-GL-244,組織変更管理の目標/ターゲット設定,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5024,UC-GL-245,組織変更管理の運用手順と標準の整備,組織変更管理,GitLab; Zulip,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5101,UC-GL-246,継続的改善のKPI/指標定義,継続的改善,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5102,UC-GL-247,継続的改善のガバナンスと方針運用の整備,継続的改善,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5103,UC-GL-248,継続的改善のステークホルダー/関係者調整,継続的改善,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5104,UC-GL-249,継続的改善のツール/データ整備,継続的改善,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5105,UC-GL-250,継続的改善のリスク/例外レビュー,継続的改善,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5106,UC-GL-251,継続的改善のリスクと例外の管理,継続的改善,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5107,UC-GL-252,継続的改善のレビュー/監査の実施,継続的改善,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5108,UC-GL-253,継続的改善のロードマップ策定,継続的改善,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5109,UC-GL-254,継続的改善の主要関係者の合意形成,継続的改善,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5110,UC-GL-255,継続的改善の変更影響の分析,継続的改善,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5111,UC-GL-256,継続的改善の定期レビュー/報告,継続的改善,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5112,UC-GL-257,継続的改善の実行計画の策定,継続的改善,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5113,UC-GL-258,継続的改善の役割/責任（RACI）定義,継続的改善,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5114,UC-GL-259,継続的改善の意思決定基準の明文化,継続的改善,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5115,UC-GL-260,継続的改善の成果物の記録/版管理,継続的改善,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5116,UC-GL-261,継続的改善の指標の定義と可視化,継続的改善,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5117,UC-GL-262,継続的改善の改善施策の優先順位付け,継続的改善,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-5118,UC-GL-263,継続的改善の教育/オンボーディング,継続的改善,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
